work_year,experience_level,employment_type,job_title,salary_currency,employee_residence,remote_ratio,company_location,company_size
2021,EN,FT,Research Scientist,USD,KR,100,KR,M
2022,SE,FT,Computer Vision Engineer,USD,IN,100,IN,M
2023,SE,FT,Analytics Engineer,USD,FR,100,ES,M
2022,EN,FT,Analytics Engineer,USD,SG,0,ES,L
2022,SE,FT,Data Engineer,USD,NZ,100,JP,M
2023,EN,FT,Decision Scientist,USD,DE,100,DE,L
2021,MI,FT,Data Analyst,USD,IT,100,IT,M
2022,SE,FT,Machine Learning Engineer,USD,PT,0,PL,M
2022,MI,FT,Business Intelligence Engineer,USD,IN,0,IN,M
2022,MI,FT,Data Analyst,USD,CA,100,CA,M
2023,EN,FT,Data Scientist,USD,AU,0,AU,M
2022,SE,FT,Research Scientist,USD,CZ,100,CZ,M
2022,SE,FT,Research Scientist,USD,DE,100,DE,L
2023,EN,FT,Data Engineer,USD,NL,100,NL,M
2022,SE,FT,NLP Engineer,USD,DE,0,US,L
2022,MI,FT,Data Engineer,USD,CA,50,IN,M
2023,EN,FT,Director of Data Science,USD,NL,100,NL,M
2023,SE,FT,Data Product Manager,USD,SE,0,SG,M
2023,SE,FT,Decision Scientist,USD,JP,0,JP,S
2023,MI,FT,Computer Vision Engineer,USD,AR,100,GB,S
2023,SE,FT,BI Analyst,USD,FR,0,FR,M
2022,EN,FT,Data Specialist,USD,IT,0,CA,M
2023,SE,FT,Data Analyst,USD,MY,50,MY,M
2023,SE,FT,Data Engineer,USD,NL,0,NL,S
2023,SE,FT,Machine Learning Engineer,USD,GR,0,JP,M
2022,SE,FT,Data Engineer,USD,DE,0,GB,L
2023,EX,FT,Quantitative Analyst,USD,NZ,0,IT,S
2022,MI,FT,Data Engineer,USD,JP,0,JP,M
2023,SE,FT,Data Governance Analyst,USD,GB,0,GB,M
2023,EN,FT,Machine Learning Engineer,USD,IN,0,US,M
2023,MI,FT,Data Governance Analyst,USD,HU,50,US,M
2023,SE,FT,Principal Data Scientist,USD,SE,0,SE,M
2022,SE,FT,AI Researcher,USD,GB,100,GB,M
2023,MI,FT,Research Scientist,USD,US,50,US,M
2022,EN,FT,Principal Data Scientist,USD,SE,100,SE,M
2023,EX,FT,Deep Learning Engineer,USD,GR,0,GR,M
2023,EN,FT,Data Analyst,USD,GB,0,GB,M
2023,MI,FT,Data Scientist,USD,AR,0,AR,M
2022,SE,FT,Director of Data Science,USD,FR,0,IT,L
2022,SE,FT,Data Architect,USD,AR,0,US,M
2023,SE,FT,Data Engineer,USD,NL,0,NL,M
2023,SE,FT,Data Analyst,USD,NL,0,NL,L
2023,SE,FT,Data Analyst,USD,US,0,US,L
2022,SE,FT,Data Engineer,USD,US,100,US,M
2022,SE,FT,Data Product Manager,USD,FR,100,FR,M
2022,EN,FT,Data Scientist,USD,BR,100,BR,M
2023,EN,FT,Research Scientist,USD,US,100,US,M
2022,EN,FT,Data Engineer,USD,IN,0,IN,M
2022,SE,FT,Principal Data Scientist,USD,BR,100,BR,M
2021,EN,FT,Data Product Manager,USD,AU,100,AU,M
2023,MI,FT,Research Scientist,USD,PL,100,PL,M
2021,SE,FT,Data Science Manager,USD,DK,100,DK,M
2022,EX,FT,Computer Vision Engineer,USD,US,50,US,M
2021,SE,FT,Big Data Engineer,USD,KR,100,KR,M
2022,SE,FT,Data Scientist,USD,US,0,US,M
2023,EX,FT,Data Engineer,USD,KR,0,KR,M
2022,MI,FT,ML Ops Engineer,USD,IN,100,IN,M
2023,SE,FT,Research Scientist,USD,FR,0,FR,M
2022,SE,FT,Data Consultant,USD,GR,0,GR,M
2022,SE,FT,Machine Learning Engineer,USD,ES,0,ES,L
2022,SE,FT,Machine Learning Engineer,USD,IT,0,IT,M
2022,EX,FT,Data Scientist,USD,IT,100,IN,M
2023,SE,FT,Computer Vision Engineer,USD,MY,0,MY,S
2023,MI,FT,Statistician,USD,IT,0,IT,M
2023,SE,FT,Data Engineer,USD,ES,0,ES,M
2021,SE,FT,Analytics Engineer,USD,JP,0,JP,M
2022,SE,FT,Data Science Manager,USD,BR,100,BR,M
2023,SE,CT,Head of Data,USD,IN,100,IN,S
2023,SE,FT,Data Analyst,USD,GB,50,BR,M
2023,SE,FT,Research Scientist,USD,BR,0,BR,S
2023,EN,FT,Machine Learning Engineer,USD,MX,0,MX,S
2022,MI,FT,Data Scientist,USD,DE,100,DE,M
2023,MI,FT,Analytics Engineer,USD,KR,0,US,S
2022,MI,FT,Data Engineer,USD,CL,0,CL,L
2021,EN,FT,Deep Learning Engineer,USD,KR,100,KR,L
2022,MI,FT,Quantitative Analyst,USD,ES,100,ES,L
2022,SE,FT,Machine Learning Engineer,USD,SG,0,SG,M
2023,SE,FT,Machine Learning Engineer,USD,NL,50,NL,M
2023,MI,FT,Data Architect,USD,IT,100,IT,L
2023,SE,FT,Data Consultant,USD,AR,100,AR,M
2022,SE,FT,Data Governance Analyst,USD,AR,0,AR,L
2022,EN,FT,Data Scientist,USD,JP,0,JP,M
2021,MI,FT,NLP Engineer,USD,AU,100,AU,M
2022,EN,FT,Data Scientist,USD,HU,0,US,M
2023,SE,FT,Deep Learning Engineer,USD,NZ,0,MX,M
2023,EN,FT,Data Scientist,USD,JP,0,JP,M
2021,EN,FT,Research Scientist,USD,AU,100,AU,L
2021,MI,FT,Big Data Engineer,USD,US,100,US,M
2023,MI,FT,Big Data Engineer,USD,US,100,US,L
2023,SE,FT,Research Scientist,USD,CA,0,CA,M
2023,EN,FT,Data Governance Analyst,USD,IN,0,IN,S
2022,SE,FT,Data Science Manager,USD,CA,0,CA,M
2022,MI,FT,Quantitative Analyst,USD,CA,50,CA,L
2023,SE,FT,Data Scientist,USD,CH,0,CH,L
2022,SE,FT,Data Engineer,USD,PL,0,FR,M
2021,EN,FT,AI Engineer,USD,AE,0,AE,M
2023,SE,FT,Research Scientist,USD,CL,100,CL,M
2021,MI,FT,Data Scientist,USD,HU,100,US,M
2023,MI,FT,Data Scientist,USD,CZ,0,CZ,L
2023,SE,FT,Director of Data Science,USD,US,0,US,S
2023,EN,FT,Data Engineer,USD,PT,100,KR,M
2023,SE,FT,Data Analyst,USD,CZ,100,CZ,M
2022,MI,FT,Data Engineer,USD,AE,0,AE,M
2022,EX,FT,Data Analyst,USD,GB,100,GB,M
2023,SE,FT,Statistician,USD,BR,100,IN,M
2023,SE,FT,Data Analyst,USD,IN,100,IN,M
2021,SE,FT,Data Analyst,USD,CA,0,CA,M
2021,MI,FT,Machine Learning Engineer,USD,KR,0,KR,M
2023,SE,FT,Big Data Engineer,USD,GB,100,GB,M
2022,EN,FT,Data Scientist,USD,PT,0,PT,M
2022,EN,FL,Analytics Engineer,USD,AR,50,AR,L
2023,EX,FT,Data Engineer,USD,IN,50,IN,M
2023,SE,FT,Machine Learning Engineer,USD,IN,50,IN,M
2023,MI,FT,Data Engineer,USD,DE,0,DE,L
2023,SE,FT,Data Analyst,USD,IN,0,IN,L
2023,EN,CT,Data Engineer,USD,MX,100,MX,L
2023,SE,FT,ML Ops Engineer,USD,AR,50,AR,M
2022,SE,FT,Data Engineer,USD,CA,50,CA,L
2021,MI,FT,ML Engineer,USD,MY,100,MY,M
2023,EN,FT,Data Engineer,USD,NL,100,NL,S
2021,EN,FT,Machine Learning Engineer,USD,IN,0,IN,M
2023,SE,FT,Data Consultant,USD,US,100,US,M
2022,EN,FT,Data Analyst,USD,MX,50,MX,M
2023,SE,FT,Computer Vision Engineer,USD,KR,100,KR,M
2023,SE,FT,Analytics Engineer,USD,US,100,US,M
2022,SE,FT,Data Scientist,USD,TR,0,SE,M
2023,SE,FT,Data Scientist,USD,PL,50,PL,L
2021,SE,FT,Analytics Engineer,USD,AU,0,CA,M
2022,EN,FT,NLP Engineer,USD,IT,50,IT,M
2022,EN,FT,Data Scientist,USD,IN,50,IN,S
2021,SE,FT,Data Scientist,USD,MX,50,NL,L
2023,SE,FT,Data Architect,USD,US,100,US,L
2021,SE,FT,Data Specialist,USD,IN,100,IN,L
2022,MI,FT,Data Consultant,USD,IT,0,IT,L
2023,EX,FT,Principal Data Scientist,USD,AU,0,NL,L
2023,SE,FT,Data Scientist,USD,MY,100,MY,M
2023,SE,FT,Data Science Manager,USD,DE,100,DE,S
2022,MI,FT,Data Specialist,USD,DE,0,DE,S
2022,MI,FT,Applied Scientist,USD,IN,0,IN,S
2023,SE,FL,ML Engineer,USD,US,0,US,M
2022,MI,FT,Deep Learning Engineer,USD,SE,0,US,S
2023,SE,FT,Data Engineer,USD,NZ,100,NZ,M
2023,SE,FT,Data Engineer,USD,MX,100,MX,M
2023,MI,FT,Statistician,USD,IN,100,CA,M
2023,EX,FT,Data Analyst,USD,IN,100,IN,L
2023,SE,FT,Applied Scientist,USD,GR,0,GR,M
2023,SE,FT,Data Analyst,USD,NL,0,NL,S
2021,SE,FT,Data Analyst,USD,US,0,US,S
2023,SE,FT,BI Analyst,USD,CA,100,CA,L
2023,MI,FT,Data Analyst,USD,US,0,US,M
2023,EN,CT,Data Architect,USD,BR,0,BR,M
2022,SE,FT,Data Specialist,USD,US,0,US,M
2023,EN,FT,Data Governance Analyst,USD,US,0,US,M
2022,MI,FT,Data Engineer,USD,ES,0,ES,L
2021,MI,FT,Analytics Engineer,USD,SG,100,US,L
2023,EN,FT,Research Scientist,USD,SE,0,SE,M
2022,SE,CT,Data Scientist,USD,IE,50,PT,M
2022,EX,FT,ML Engineer,USD,SG,0,SG,L
2022,EN,FL,AI Engineer,USD,GR,0,BR,L
2023,SE,FT,NLP Engineer,USD,AR,100,AR,M
2023,SE,FT,Deep Learning Engineer,USD,GB,100,GB,M
2021,EN,FT,Business Intelligence Engineer,USD,CZ,100,IN,M
2023,MI,FT,Machine Learning Engineer,USD,SE,0,SE,M
2023,MI,FT,Data Science Manager,USD,IN,0,IN,M
2023,MI,FT,Research Scientist,USD,US,0,US,M
2022,MI,FT,Data Engineer,USD,CH,100,GR,M
2023,SE,CT,Data Engineer,USD,CA,0,CA,M
2023,SE,FT,NLP Engineer,USD,CA,100,CA,L
2023,SE,FT,Machine Learning Engineer,USD,BR,0,BR,M
2023,MI,FT,Analytics Engineer,USD,FR,0,FR,M
2023,SE,FT,Research Scientist,USD,MX,100,MX,M
2022,SE,FT,Data Scientist,USD,SE,100,SE,L
2023,SE,FT,AI Engineer,USD,JP,100,JP,M
2023,SE,FT,Research Scientist,USD,US,0,US,M
2023,SE,FT,Data Engineer,USD,CZ,0,US,L
2022,SE,FT,Big Data Engineer,USD,US,100,US,M
2023,SE,FT,Research Scientist,USD,AR,100,IN,M
2022,SE,FT,Research Scientist,USD,ES,0,ES,M
2023,MI,FT,Data Governance Analyst,USD,GB,100,GB,M
2023,SE,FT,Data Scientist,USD,IN,0,IN,M
2023,SE,FT,Data Analyst,USD,US,0,US,S
2023,EN,FT,AI Engineer,USD,US,0,PL,L
2023,SE,FT,Data Analyst,USD,CL,0,NL,L
2022,SE,FT,ML Ops Engineer,USD,FR,0,FR,M
2023,SE,FT,Quantitative Analyst,USD,US,0,US,M
2023,SE,FT,Data Analyst,USD,CH,0,CH,L
2023,EN,FT,AI Researcher,USD,IN,0,IN,M
2023,SE,FT,AI Engineer,USD,CA,100,CA,L
2022,SE,FT,Machine Learning Engineer,USD,CZ,0,IN,M
2022,MI,FT,ML Ops Engineer,USD,AU,100,AR,M
2023,SE,FT,Data Analyst,USD,AU,0,AU,L
2023,SE,FT,Business Intelligence Engineer,USD,NL,100,NL,L
2023,SE,FT,Data Science Manager,USD,FR,0,FR,M
2021,SE,FT,Data Consultant,USD,FR,100,FR,L
2021,SE,FT,Analytics Engineer,USD,NO,0,GB,M
2022,SE,FT,Data Architect,USD,KR,0,KR,M
2023,SE,FT,Data Engineer,USD,IN,100,IN,M
2022,SE,PT,Business Intelligence Engineer,USD,TR,0,FR,L
2023,SE,FT,Data Engineer,USD,US,0,US,L
2023,SE,FT,Machine Learning Engineer,USD,MY,50,MY,M
2023,SE,FT,Data Analyst,USD,CH,0,AR,M
2023,SE,FT,Decision Scientist,USD,NL,0,NL,L
2023,EN,FT,Data Scientist,USD,US,0,US,M
2023,SE,FT,Head of Data,USD,IN,0,CH,M
2022,SE,FT,Data Engineer,USD,IN,0,IN,M
2022,MI,FT,BI Analyst,USD,FR,0,FR,M
2023,EN,FT,Data Scientist,USD,HU,50,HU,M
2023,MI,FT,NLP Engineer,USD,CZ,0,CZ,L
2022,SE,FT,AI Engineer,USD,CH,0,CH,L
2022,SE,FT,AI Researcher,USD,GR,0,NL,M
2023,MI,FT,Data Engineer,USD,MY,100,MY,S
2022,MI,FT,Data Scientist,USD,IT,100,IT,M
2023,SE,FT,Research Scientist,USD,CA,100,CA,S
2022,EX,FL,Data Scientist,USD,IN,100,IN,M
2023,SE,FT,Data Scientist,USD,US,0,US,S
2022,SE,FT,Computer Vision Engineer,USD,CL,0,CL,M
2023,EN,FL,AI Engineer,USD,CH,50,CH,S
2023,SE,FT,Data Analyst,USD,DE,0,DE,M
2023,SE,FT,Machine Learning Engineer,USD,JP,100,JP,L
2022,SE,FT,Data Consultant,USD,IN,100,US,M
2023,SE,FT,Applied Scientist,USD,MX,100,MX,S
2023,SE,FT,Machine Learning Engineer,USD,NL,50,NL,M
2023,SE,FT,Data Consultant,USD,FR,100,FR,L
2022,EX,FT,Data Engineer,USD,KR,0,KR,S
2022,EX,FT,Machine Learning Engineer,USD,BR,100,BR,M
2023,SE,FT,Analytics Engineer,USD,JP,0,JP,M
2023,MI,FT,Statistician,USD,MY,100,MY,M
2023,SE,FT,Data Architect,USD,US,100,US,S
2022,MI,FT,Data Product Manager,USD,KR,100,KR,M
2023,EN,FL,Data Engineer,USD,CZ,0,CZ,M
2023,SE,FT,Data Governance Analyst,USD,IN,0,IN,M
2023,SE,FT,Data Governance Analyst,USD,MX,0,MX,L
2021,MI,FT,Data Specialist,USD,GB,50,GB,L
2023,EN,FT,NLP Engineer,USD,US,100,US,M
2023,EN,PT,NLP Engineer,USD,CL,100,ES,M
2022,MI,FT,Data Scientist,USD,US,0,US,M
2022,SE,FT,Director of Data Science,USD,AU,100,CA,S
2022,SE,FT,AI Engineer,USD,IN,0,IN,L
2022,EN,FT,ML Engineer,USD,NL,0,IN,M
2021,SE,FT,Data Governance Analyst,USD,GB,0,GB,M
2021,SE,FT,Data Scientist,USD,CZ,100,CZ,M
2023,SE,FT,Data Governance Analyst,USD,IN,50,IE,M
2022,SE,FT,Data Governance Analyst,USD,DK,0,TR,M
2023,SE,FT,Head of Data,USD,PL,100,IT,M
2023,SE,FT,Data Scientist,USD,GB,0,JP,M
2023,EN,FT,Data Engineer,USD,BR,50,BR,M
2023,MI,FT,Machine Learning Engineer,USD,AU,0,AU,S
2022,SE,FT,Decision Scientist,USD,GB,100,GB,L
2023,SE,FT,Data Consultant,USD,NL,100,NL,M
2023,MI,FT,Data Scientist,USD,SE,0,SE,M
2023,MI,FT,Data Analyst,USD,AR,50,ES,M
2023,SE,FT,Data Architect,USD,PL,100,PL,M
2023,MI,FT,Machine Learning Engineer,USD,US,0,US,M
2023,SE,FT,Head of Data,USD,NL,100,NL,L
2023,EN,FT,Machine Learning Engineer,USD,CH,100,CH,L
2021,EN,FT,Data Analyst,USD,CA,100,US,L
2022,MI,FT,Analytics Engineer,USD,TR,100,IT,M
2023,SE,FT,ML Engineer,USD,HU,50,HU,S
2023,SE,FT,Research Scientist,USD,IE,0,TR,M
2023,MI,FT,NLP Engineer,USD,DE,50,DE,M
2023,MI,FT,Data Analyst,USD,US,0,US,M
2023,MI,PT,ML Ops Engineer,USD,IE,0,DK,M
2022,SE,FT,Business Intelligence Engineer,USD,CL,100,CL,M
2022,EN,FT,Data Analyst,USD,US,0,US,M
2023,SE,FT,AI Engineer,USD,NZ,0,NZ,M
2023,MI,FT,Data Governance Analyst,USD,GR,100,US,L
2023,MI,FT,Director of Data Science,USD,ES,0,ES,L
2023,SE,FT,AI Engineer,USD,US,100,US,L
2023,MI,FT,Data Scientist,USD,US,100,US,M
2023,MI,FT,Data Scientist,USD,CH,0,AU,M
2022,SE,FT,Machine Learning Engineer,USD,IN,0,IN,M
2023,SE,FT,Data Science Manager,USD,DE,100,DE,M
2022,SE,FT,Data Architect,USD,FR,0,FR,M
2022,MI,FT,Machine Learning Engineer,USD,US,100,US,M
2023,SE,FT,Data Analyst,USD,CH,0,ES,M
2022,SE,FT,Data Scientist,USD,CA,50,CA,M
2023,MI,FT,BI Analyst,USD,PL,0,PL,M
2023,EN,FT,Data Analyst,USD,AR,50,AR,M
2023,EX,FT,Data Engineer,USD,US,0,IN,M
2022,EN,FT,Data Scientist,USD,US,100,US,L
2022,MI,FT,Data Engineer,USD,FR,100,FR,M
2023,MI,FT,Data Specialist,USD,CL,0,CL,M
2022,EN,FT,Data Scientist,USD,BR,0,BR,S
2022,SE,FT,Data Scientist,USD,CA,100,CA,M
2022,MI,FT,Data Analyst,USD,BR,50,BR,M
2023,MI,FT,Director of Data Science,USD,IN,0,IN,M
2023,EN,FT,ML Engineer,USD,GB,100,GB,L
2022,SE,FT,Quantitative Analyst,USD,HU,0,HU,S
2023,EX,FT,Decision Scientist,USD,DE,0,DE,M
2023,SE,FT,Deep Learning Engineer,USD,MX,0,MX,L
2023,MI,FT,Business Intelligence Engineer,USD,FR,0,FR,M
2023,EN,PT,Machine Learning Engineer,USD,IE,0,IN,M
2022,SE,FT,Research Scientist,USD,MY,100,MY,M
2023,EN,FT,Data Analyst,USD,US,100,US,M
2021,SE,FT,Data Analyst,USD,PL,100,PL,M
2023,MI,FT,Data Architect,USD,CA,100,CA,M
2021,SE,PT,Data Scientist,USD,SG,0,SG,M
2023,MI,FT,Computer Vision Engineer,USD,PL,100,PL,M
2022,MI,FT,Data Architect,USD,PT,0,IN,M
2023,MI,FT,Deep Learning Engineer,USD,NL,0,NL,M
2023,SE,FT,Data Engineer,USD,US,0,US,M
2023,SE,FT,Data Scientist,USD,CH,0,CH,M
2022,SE,FT,Analytics Engineer,USD,US,100,US,M
2023,SE,CT,Data Science Manager,USD,SG,100,CL,L
2022,SE,FT,Lead Data Scientist,USD,GB,100,GB,L
2021,EX,FT,Decision Scientist,USD,US,100,US,M
2022,MI,FT,Quantitative Analyst,USD,BR,50,BR,S
2023,EN,FT,Big Data Engineer,USD,CZ,100,US,M
2022,SE,FT,Research Scientist,USD,SE,100,SE,M
2023,MI,FT,Analytics Engineer,USD,CA,0,CA,L
2023,EN,FT,Research Scientist,USD,FR,0,FR,M
2022,SE,FT,Quantitative Analyst,USD,BR,100,US,M
2023,EN,FT,Data Analyst,USD,AU,0,AU,M
2023,SE,FT,Deep Learning Engineer,USD,DE,50,DE,M
2022,SE,FT,Machine Learning Engineer,USD,US,0,US,L
2022,MI,FT,Data Analyst,USD,IN,100,IN,M
2021,SE,FT,Statistician,USD,FR,100,FR,S
2023,EN,FT,AI Engineer,USD,AU,100,AR,M
2022,MI,FT,BI Analyst,USD,CH,50,CH,M
2022,EN,FT,Statistician,USD,KR,0,KR,M
2023,MI,FT,Machine Learning Engineer,USD,CA,100,CA,L
2023,SE,FT,Data Architect,USD,BR,0,BR,M
2022,SE,FT,Research Scientist,USD,ES,0,ES,M
2021,SE,FT,Analytics Engineer,USD,IN,0,US,L
2023,SE,FT,Data Scientist,USD,SE,100,SE,M
2023,EN,FT,Data Engineer,USD,SE,0,TR,S
2023,EN,FT,Data Analyst,USD,BR,100,BR,L
2022,SE,FT,Data Governance Analyst,USD,US,0,US,L
2021,SE,FT,Data Engineer,USD,IN,100,IN,M
2023,MI,FT,Lead Data Scientist,USD,CA,0,MY,L
2023,EX,PT,Research Scientist,USD,AU,100,AU,L
2023,SE,FT,Data Engineer,USD,SG,0,JP,M
2022,SE,FL,ML Engineer,USD,TR,0,TR,M
2023,MI,FT,Data Scientist,USD,BR,100,BR,M
2022,EN,FT,Data Science Manager,USD,CL,0,CL,M
2022,SE,FT,BI Analyst,USD,ES,100,ES,M
2023,SE,FT,Data Product Manager,USD,CH,0,CH,M
2023,EN,FT,ML Engineer,USD,NL,50,NL,L
2023,SE,FT,Deep Learning Engineer,USD,IN,100,IN,M
2023,SE,FT,Data Scientist,USD,KR,0,KR,M
2021,SE,FT,NLP Engineer,USD,IN,50,IN,S
2023,MI,FT,Data Scientist,USD,CH,0,US,M
2022,SE,FT,Data Analyst,USD,DE,100,DE,M
2023,SE,FT,Data Specialist,USD,US,100,US,L
2022,MI,FT,ML Engineer,USD,US,0,US,M
2022,EN,FT,Research Scientist,USD,FR,50,FR,L
2023,EX,FT,Data Specialist,USD,CA,0,CA,M
2022,EN,FT,Data Analyst,USD,IN,100,IN,M
2023,SE,FT,Director of Data Science,USD,US,0,US,M
2022,SE,FT,Data Analyst,USD,IN,0,IN,L
2022,SE,FT,Data Scientist,USD,IN,100,IN,M
2023,SE,FT,Machine Learning Engineer,USD,IN,50,IN,M
2023,MI,FT,BI Analyst,USD,ES,100,ES,M
2023,EN,FT,Machine Learning Engineer,USD,US,100,US,M
2023,EN,FT,BI Analyst,USD,JP,0,JP,M
2023,EN,FT,Deep Learning Engineer,USD,DK,0,DK,M
2023,SE,FT,Data Governance Analyst,USD,ES,100,ES,M
2023,SE,FT,NLP Engineer,USD,CH,0,KR,M
2022,EN,FT,Computer Vision Engineer,USD,PL,100,US,M
2022,EN,FL,Machine Learning Engineer,USD,IN,100,IN,L
2023,SE,FT,Data Analyst,USD,ES,0,ES,M
2022,SE,FT,NLP Engineer,USD,IN,0,IN,L
2022,MI,FT,Data Governance Analyst,USD,DK,0,DK,L
2022,SE,FT,Data Analyst,USD,DE,100,DE,M
2023,MI,FT,Director of Data Science,USD,IN,0,IN,M
2023,SE,FT,Data Science Manager,USD,AE,100,AR,L
2023,EX,FT,Research Scientist,USD,PL,100,PL,M
2022,MI,FT,Analytics Engineer,USD,GB,100,GB,M
2023,SE,FT,Data Governance Analyst,USD,GB,100,GB,M
2023,SE,FT,Data Analyst,USD,KR,0,MX,M
2023,EN,FT,Data Engineer,USD,IE,100,IE,M
2023,SE,FT,ML Engineer,USD,IE,50,IE,M
2022,SE,FT,Data Science Manager,USD,IT,50,CA,L
2023,EX,FT,Research Scientist,USD,IN,0,IN,S
2023,EN,FT,BI Analyst,USD,GR,100,US,M
2022,EN,FT,Data Engineer,USD,IT,50,IT,L
2023,EN,FT,Data Product Manager,USD,US,0,US,M
2023,EN,PT,Research Scientist,USD,SG,0,SG,M
2023,SE,FT,Data Engineer,USD,PL,100,PL,S
2023,SE,FT,Data Governance Analyst,USD,GR,100,US,M
2023,MI,PT,Data Engineer,USD,PT,50,US,M
2023,EN,FT,Data Consultant,USD,IE,0,IE,M
2022,MI,FT,Analytics Engineer,USD,US,0,US,L
2021,SE,FT,Data Analyst,USD,IN,100,IN,M
2023,SE,FT,Applied Scientist,USD,US,100,US,M
2022,MI,FT,Machine Learning Engineer,USD,BR,50,BR,M
2023,EN,FT,Data Scientist,USD,CA,0,CA,M
2022,MI,FT,Machine Learning Engineer,USD,GB,0,GB,M
2023,MI,FT,AI Engineer,USD,IN,100,IN,M
2023,EX,FT,Data Product Manager,USD,US,100,US,L
2023,SE,FT,AI Engineer,USD,KR,0,KR,M
2023,MI,PT,Quantitative Analyst,USD,NO,0,NO,L
2023,MI,FT,Data Consultant,USD,IT,0,IT,M
2023,EN,FT,Data Engineer,USD,KR,0,KR,M
2023,SE,FT,ML Ops Engineer,USD,NL,100,NL,M
2023,SE,FT,Quantitative Analyst,USD,GB,0,GB,M
2023,SE,FT,Data Analyst,USD,IN,50,IN,M
2022,EN,FT,Data Specialist,USD,CH,0,CH,M
2022,EN,FT,Data Analyst,USD,GB,0,GB,L
2023,SE,FT,Data Scientist,USD,NL,100,NL,L
2023,MI,FT,Data Scientist,USD,NO,0,NO,M
2022,SE,FT,Data Engineer,USD,IN,0,IN,M
2023,SE,FT,Analytics Engineer,USD,US,100,US,M
2022,SE,FT,Lead Data Scientist,USD,US,0,US,L
2022,SE,FT,Research Scientist,USD,BR,100,BR,M
2022,MI,FT,Data Architect,USD,US,100,US,L
2023,SE,FT,Data Analyst,USD,GB,0,US,M
2023,MI,FT,Data Architect,USD,HU,0,HU,M
2022,MI,FT,Machine Learning Engineer,USD,US,50,US,M
2022,MI,FT,Analytics Engineer,USD,JP,0,MY,M
2022,SE,FT,Data Analyst,USD,IN,100,IN,M
2022,SE,FL,AI Researcher,USD,MX,100,MX,M
2023,MI,CT,Statistician,USD,NL,100,NL,M
2023,MI,FT,Data Scientist,USD,JP,0,JP,L
2022,EX,FT,Research Scientist,USD,US,100,US,L
2023,SE,FT,Data Product Manager,USD,TR,100,TR,M
2023,SE,FT,Applied Scientist,USD,CH,100,IE,M
2022,MI,FT,Data Analyst,USD,DE,0,DE,L
2023,MI,FT,Data Science Manager,USD,GB,0,GB,L
2023,SE,FT,Data Analyst,USD,GB,0,GB,M
2023,SE,FT,Statistician,USD,GB,100,CA,L
2022,EN,FT,Data Specialist,USD,KR,0,KR,M
2022,MI,FT,Data Science Manager,USD,AE,50,DE,M
2023,MI,FT,Data Consultant,USD,IN,0,IN,M
2023,MI,FT,Data Scientist,USD,US,100,US,M
2022,SE,FT,Data Scientist,USD,IN,100,IN,M
2023,EX,FT,Data Analyst,USD,AE,0,DE,M
2021,MI,FT,Data Engineer,USD,DE,0,DE,M
2023,SE,FT,Quantitative Analyst,USD,CA,0,CA,L
2023,MI,FT,ML Engineer,USD,AU,100,KR,M
2023,SE,FT,Data Engineer,USD,GB,50,GB,L
2022,SE,FT,Data Analyst,USD,JP,0,JP,M
2021,SE,FT,Data Science Manager,USD,CA,0,CA,S
2023,SE,FT,AI Engineer,USD,KR,0,KR,S
2022,EN,FT,Big Data Engineer,USD,IN,100,IN,M
2023,SE,FT,Head of Data,USD,CL,100,CL,M
2023,SE,FT,Data Engineer,USD,AU,100,AU,M
2022,SE,FT,Machine Learning Engineer,USD,SE,0,SE,M
2023,MI,FT,Data Scientist,USD,ES,50,GB,L
2022,EN,FT,Statistician,USD,CL,100,CL,L
2021,MI,FT,Data Engineer,USD,US,100,US,L
2022,SE,FT,Data Scientist,USD,MX,100,MX,M
2023,SE,FT,Analytics Engineer,USD,IT,100,IT,M
2023,MI,PT,Data Engineer,USD,NL,0,NL,L
2023,EN,FT,Data Architect,USD,KR,100,KR,L
2021,MI,FT,Data Governance Analyst,USD,IN,50,GR,M
2022,EN,FT,Director of Data Science,USD,JP,0,JP,L
2023,SE,FT,Data Scientist,USD,BR,100,BR,S
2023,EN,FT,Machine Learning Engineer,USD,CA,0,CA,M
2022,MI,CT,Machine Learning Engineer,USD,HU,100,HU,L
2022,EN,FT,Data Scientist,USD,KR,0,KR,M
2023,SE,FT,NLP Engineer,USD,PL,100,PL,L
2022,SE,FT,AI Engineer,USD,AU,100,US,M
2021,MI,FT,Data Product Manager,USD,IN,0,FR,L
2023,MI,FT,Quantitative Analyst,USD,ES,0,ES,M
2023,MI,FT,Analytics Engineer,USD,US,100,US,L
2023,MI,FT,Data Analyst,USD,KR,100,US,M
2022,MI,FT,Data Architect,USD,US,100,US,M
2022,MI,FT,Principal Data Scientist,USD,SE,0,SE,M
2023,SE,FT,Machine Learning Engineer,USD,MX,0,MX,M
2023,EN,FT,Data Analyst,USD,MX,0,MX,S
2023,EN,FT,Deep Learning Engineer,USD,IN,100,IN,M
2023,EN,FT,ML Engineer,USD,BR,0,BR,M
2023,SE,FT,Data Science Manager,USD,US,100,US,M
2022,SE,FT,Applied Scientist,USD,NL,0,NL,M
2023,EN,FT,Computer Vision Engineer,USD,IN,50,IN,S
2023,EN,FT,Big Data Engineer,USD,SE,0,KR,S
2022,SE,FT,Research Scientist,USD,KR,0,PL,M
2023,SE,FT,Research Scientist,USD,IN,0,IN,M
